,采购项目名称,品目,采购单位,行政区域,公告时间,获取招标文件时间,招标文件售价,获取招标文件的地点,开标时间,开标地点,预算金额,项目联系人,项目联系电话,采购单位地址,采购单位联系方式,代理机构名称,代理机构地址,代理机构联系方式,附件1,附件2,Date,本项目招标公告日期,中标日期,评审专家名单,总中标金额,提交文件截止时间,资格审查日期,获取谈判文件的地点,获取谈判文件的时间,获取磋商文件时间,获取磋商文件地点,响应文件递交时间,响应文件递交地点,响应文件开启时间,响应文件开启地点,采购人,采购人地址,采购人联系方式,成交日期,谈判小组、询价小组成员、磋商小组成员名单及单一来源采购人员名单,总成交金额,首次公告日期,更正日期,附件3,附件4,定标日期,评标委员会成员名单,报名时间,报名地点,附件5,谈判小组、询价小组成员名单及单一来源采购人员名单
http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/201703/t20170313_7993368.htm,梅河口市水环境综合治理工程PPP项目咨询服务机构（二次）,,梅河口市住房和城乡建设局,梅河口市,2017年03月13日  09:05,,,,,,,刘主任,0435-4371007,0435-4371007,刘主任,长春建业集团股份有限公司,0431-81808101,刘洋,梅河口PPP咨询服务招标文件20170311.doc,,2017年03月13日 09:05,,,,,,,,,2017年03月13日  08:30至2017年03月17日  16:00,长春建业集团股份有限公司（长春市南关区人民大街9399号万豪国际商务中心7栋12楼）,2017年03月23日  08:30至2017年03月23日  09:30,长春建业集团股份有限公司13楼会议室（长春市南关区人民大街9399号万豪国际商务中心7栋13楼）,2017年03月23日  09:30,长春建业集团股份有限公司13楼会议室（长春市南关区人民大街9399号万豪国际商务中心7栋13楼）。 ,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201706/t20170609_8358296.htm,吉林省通化市污水厂一期提标改造及二期扩建PPP项目,服务/水利管理服务/其他水利管理服务,通化市城乡建设局,通化市,2017年06月09日  14:40,,,,,,,莫海峰,4353652550,通化市东昌区,敦志强,通化市政府采购中心,详见公告正文,详见公告正文,,,2017年06月09日 14:40,2017年05月10日,2017年06月02日,朱轶 宋宾宾 刘桂琴 张斌 何艳铃 邹梅 赵欣洁,￥212175.92 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201803/t20180301_9622113.htm,吉林二道江经济开发区污水处理及净源污水厂升级改造ppp项目（监理）,服务/工程咨询管理服务/工程监理服务,吉林二道江经济开发区管理委员会,吉林省,2018年03月01日  14:15,,,,,,,陶 洋,18604356273,吉林省通化市二道江区钢城路68号,宋海洋  13404503737,中联造价咨询有限公司,北京市西城区复兴门内大街28号凯晨世贸中心东座F4层869室,陶 洋  18604356273,,,2018年03月01日 14:15,2018年02月02日,2018年02月28日,"评标委员会成员：曹永霞、李向东、高军、高丽敏、张挺
监督人员：宋海洋",￥262 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180408_9752031.htm,辽源市精神病福利院建设项目,工程/建筑物施工/公共安全用房施工/其他公共安全用房施工,辽源市民政局,东丰县,2018年04月08日  08:36, 2018年04月08日  08:30  至  2018年04月12日  16:00,￥500,东丰县政务大厅四楼,2018年05月03日  10:30,东丰县政务大厅四楼会议室,￥63万元（人民币）,杨兴宇,0437-5088313,东丰县拉拉河镇拉拉河村四组,杨兴宇0437-5088313,吉林建院工程建设监理咨询有限公司,辽源市人民大街3912号,张丽13644374526,,,2018年04月08日 08:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201810/t20181018_10914037.htm,通化医药高新区自安北区污水处理厂PPP项目社会资本采购公开招标项目,"工程/建筑物施工/其他建筑物施工,服务/金融服务/其他金融服务",通化医药高新技术产业开发区建设局,通化市,2018年10月18日  11:30, 2018年10月18日  08:30  至  2018年10月24日  17:00,￥2000,沈阳弘懿招投标代理有限公司（通化市东昌区蓝爵国际10-1号）,2018年11月06日  13:30,吉林省长春市朝阳区卫星路7000号新华苑宾馆3009会议室,￥3995.410000万元（人民币）,叶庭胤,15943582618,通化医药高新技术产业开发区建设局,赵伟阳 15043553540,沈阳弘懿招投标代理有限公司,吉林省通化市蓝爵国际10-1门市,叶庭胤15943582618,,,2018年10月18日 11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201807/t20180731_10379121.htm,吉林磐石经济开发区污水处理工程及吉林明城经济开发区污水处理工程PPP项目,工程/构筑物施工/环保工程施工/污水处理工程施工,磐石市住房和城乡建设局,磐石市,2018年07月31日  10:44,,,,,,,周建,13944261717,吉林市磐石市经济开发区,周建13944261717,吉林省中正招标代理有限公司,吉林市解放中路119-15号,李雪峰 0432-64656779,,,2018年07月31日 10:44,2018年07月09日,2018年07月30日,孔繁杰、张彤焕、毛凤阁、张大龙、孟立君、梁秀华、孙秋平,￥0 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201911/t20191121_13383285.htm,吴川市镇村生活污水处理设施捆绑打包PPP项目社会资本方采购澄清/变更公告,,吴川市住房和城乡建设局,广东省,2019年11月21日  08:53,详见公告正文,￥0,详见公告正文,2019年12月06日  10:00,详见公告正文,￥145991.000000万元（人民币）,陈工,0759-5567583,详见公告正文,详见公告正文,广东省国际工程咨询有限公司,广州市环市中路316号金鹰大厦13楼,详见公告正文,,,2019年11月21日 08:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202001/t20200116_13772002.htm,吴川市镇村生活污水处理设施捆绑打包PPP项目工程监理,服务/工程咨询管理服务/工程监理服务,吴川市住房和城乡建设局,广东省,2020年01月16日  17:52, 2020年01月16日  17:13  至  2020年01月21日  17:30,￥500,广州市天河区体育西路103号维多利广场A塔20层,2020年02月11日  09:30,广州市天河区体育西路103号维多利广场A塔20层,￥1842.170000万元（人民币）,张工,0759-5567583,广东省吴川市梅菉街道解放北路75号,张工0759-5567583,中达安股份有限公司,广州市天河区体育西路103号维多利广场A塔20层,曹满 18814068528,吴川市镇村生活污水处理设施捆绑PPP项目（监理）-招标文件（挂网稿）2020.1.16.docx,,2020年01月16日 17:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201812/t20181206_11286247.htm,吴川市住房和城乡规划建设局《吴川市镇村生活污水处理设施捆绑打包PPP项目》全流程咨询及招标代理服务更正/变更公告,,吴川市住房和城乡规划建设局,湛江市,2018年12月06日  15:49,,,,,,,陈先生,0759-5567583,吴川市梅菉街道解放路75号,吴川市住房和城乡规划建设局,上海宝华国际招标有限公司湛江分公司,湛江市人民大道北34号湛江市体育中心体育场外围东区108-111房,021-66891073,,,2018年12月06日 15:49,,,,,,,,,,,,,,,,,,,,,2018年12月06日,2018年11月22日,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201910/t20191014_13100628.htm,吴川市镇村生活污水处理设施捆绑打包 PPP 项目社会资本方采购资格预审结果公告,,吴川市住房和城乡建设局,广东省,2019年10月14日  15:21,,,,2019年10月12日  10:00,,￥145991.000000万元（人民币）,陈工,0759-5567583,详见公告正文,详见公告正文,广东省国际工程咨询有限公司,广州市环市中路316号金鹰大厦13楼,详见公告正文,,,2019年10月14日 15:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201709/t20170913_8840935.htm,咸安经济开发区污水处理厂PPP建设项目,服务/环境服务/水污染治理服务/污水治理及其再生利用服务,湖北咸安经济开发区管理委员会,湖北省,2017年09月13日  18:26,,,,,,,邬倩,13554385594,咸宁市咸安区107国道宝塔加油站旁,13907241097,深圳市三方诚信招标有限公司,武汉市和平大道750号（武车路路口）绿地？铭创大厦401室,027-87568478,,,2017年09月13日 18:26,2017年09月13日,2017年09月13日,"谭志农、陈余陆、祝隆敏、胡志华、王刚军
",￥1 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201801/t20180127_9528598.htm,应城市乡镇生活污水处理工程 PPP项目,工程/其他建筑工程,应城市城乡建设局,应城市,2018年01月27日  12:23,,,,2017年12月15日  14:30,,￥21633.27万元（人民币）,孙宇凌,0712-3236130,应城市蒲阳大道29号,孙宇凌0712-3236130,湖北天喜工程咨询有限公司,孝感市长征路7号,崔小妹15971198106,,,2018年01月27日 12:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180308_9645416.htm,阜阳市颍东区乡镇污水处理工程PPP项目,,阜阳市颍东区住房和城乡建设局,颍东区,2018年03月08日  17:30, 2018年03月08日  08:00  至  2018年03月28日  17:30,￥0,无,2018年03月28日  17:30,阜阳市公共资源交易中心_543_开标室，城南新区三清路（新三中斜对面）阜阳市市民中心五楼。,￥3.252418万元（人民币）,殷章驹,18956056900,无,18956056900,安徽省招标集团股份有限公司,无,18956056900,,,2018年03月08日 17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201709/t20170925_8896043.htm,嘉鱼县乡镇污水处理厂及管网建设工程PPP项目社会资本方采购,,嘉鱼县住房和城乡建设局,嘉鱼县,2017年09月25日  11:25,,,,,,,张女士,027-87838678/027-87272678,咸宁市嘉鱼县发展大道131号,陈局长13907247591,湖北昀锦工程咨询有限公司,027-87838678/027-87272678,张女士,1.1嘉鱼县乡镇污水处理厂及管网建设工程PPP项目社会资本方采购资格预审公告.docx,,2017年09月25日 11:25,,,,,2017年10月23日  09:00 ,"	2017年10月23日",,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201909/t20190910_12875157.htm,唐冶新区污水处理厂工程PPP项目社会资本方采购,,济南市历城区唐冶新区管理委员会,山东省,2019年09月10日  15:54,,,,,,,详见公告正文,详见公告正文,详见公告正文,详见公告正文,山东信一项目管理有限公司,详见公告正文,详见公告正文,,,2019年09月10日 15:54,详见公告正文,详见公告正文,详见公告正文,详见公告正文,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201712/t20171222_9382093.htm,贵阳市小关污水处理厂工程PPP项目,,云岩区生态文明建设局,贵阳市,2017年12月22日  14:46,,,,,,,唐宏佳,0851-86657781,云岩区市北路6号黔灵文峰苑三栋1单元一楼,0851-86657781,贵州北辰星项目数据分析师事务所有限公司,贵阳观山湖区长岭北路美的财智中心C座7楼,0851-86726677,,,2017年12月22日 14:46,2017年10月20日,2017年12月21日,夏春菊、李敏、杨静、郑欣、杨再勇、陈武、唐宏佳,￥0 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201708/t20170818_8709482.htm,松滋市乡镇（洈水河及松滋河流域）污水处理厂建设PPP项目,服务,松滋市住房和城乡建设局,湖北省,2017年08月18日  15:15,,,,,,,陈凯,027-50868698,松滋市建设路,0716-6235701,湖北大鹏工程咨询有限公司,武汉市洪山区徐东大街龙潭大厦B706,13720338822,,,2017年08月18日 15:15,2017年08月18日,2017年08月18日,章昌志、陈丽、肖智、王宗平、刘华飞,￥13000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201612/t20161202_7668071.htm,合肥于湾污水处理厂PPP,,合肥市城乡建设委员会,市辖区,2016年12月02日  09:27,,,,,,,刘国伟,0551-66223742,合肥市阜南路51号,无,安徽合肥公共资源交易中心,合肥市滨湖新区南京路2588号（徽州大道与南京路交口）六楼,13365797170,,,2016年12月02日 09:27,2016年11月09日,2016年11月29日,"张红伟,祝立群,刘亚斌,夏炳乐,慈曾福",￥0 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201810/t20181018_10919328.htm,详见公告正文,,泗洪县水利局,宿迁市,2018年10月18日  20:55,,,,,,,详见公告正文,详见公告正文,详见公告正文,详见公告正文,江苏方园,详见公告正文,详见公告正文,,,2018年10月18日 20:55,详见公告正文,详见公告正文,详见公告正文,详见公告正文,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/xjgg/201902/t20190215_11639056.htm,疏附县城西区污水处理厂增加在线监测设备采购项目,货物/专用设备/环境污染防治设备/环保监测设备,疏附县城乡建设发展投资有限责任公司,疏附县,2019年02月15日  19:10,,,,2019年02月23日  12:00,,￥48.000000万元（人民币）,周宝江 ,15299511352,疏附县,周宝江 15299511352,新疆天健建设工程项目管理有限公司,喀什市315国道曙光国际对面中亚商贸第一城8号楼二楼63号,李凤琴 15599989680,疏附县城西区污水处理厂增加在线监测设备采购项目招标文件.doc,,2019年02月15日 19:10,,,,,,,,,,,,,,,,,,,,,,,,,,,2019年02月16日  10:30  至  2019年02月23日  12:00,喀什市315国道曙光国际对面中亚商贸第一城8号楼二楼63号,,
http://www.ccgp.gov.cn/cggg/dfgg/cjgg/201904/t20190418_11930649.htm,莎车县泽普县2019年农村人居环境整治项目（乡村污水处理设备）,工程,泽普县住房和城乡建设局,新疆维吾尔自治区,2019年04月18日  18:19,,,,,,,泽普县住房和城乡建设局,0998-8258908,泽普县,0998-8258908,喀什厚德建设工程项目管理有限公司,喀什市解放南路159号海景华庭三单元3102室,0998-2528000,,,2019年04月18日 18:19,2019年04月17日,,,,,,,,,,,,,,,,,2019年04月17日,李龙、毕新强、万凌鹏、张晓云、仲晓辉、任贤江、赵丽萍,￥14240000.000000 万元（人民币）,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202001/t20200115_13762428.htm,疏勒县14个乡镇卫生院污水处理系统项目,货物,疏勒县卫生健康委员会,新疆维吾尔自治区,2020年01月15日  11:50,,,,,,,疏勒县卫生健康委员会,13999639330,详见公告正文,13999639330,法正项目管理集团有限公司,喀什市人民东路建设大厦C座三单元3162室,18599997338,,,2020年01月15日 11:50,2020年01月14日,,,,,,,,,,,,,,,,,2020年01月14日,阿孜古.祖农，郑旭光，刘海波，魏建新，蔡惠。,￥818.808000 万元（人民币）,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/index_1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/xxtj/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201912/t20191206_13501974.htm,喀左县供水及污水处理一体化存量资产PPP项目,服务/环境服务/水污染治理服务/污水治理及其再生利用服务,朝阳喀左经济开发区管理委员会,喀喇沁左翼蒙古族自治县,2019年12月06日  11:38,,,,,,,孙宇,0421-4162468,辽宁省朝阳市喀左县,孙宇,辽宁合建项目管理咨询有限公司,沈阳市和平区青年大街386号华阳国际大厦22楼,宾华、蒋衍、任洪建,,,2019年12月06日 11:38,2019年11月13日,2019年12月06日,包文卫、任艳、高润美、何畅、柳明江、杨立明、华小艳,￥0.000000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201912/t20191206_13505328.htm,喀左县供水及污水处理一体化存量资产PPP项目,服务/环境服务/水污染治理服务/污水治理及其再生利用服务,朝阳喀左经济开发区管理委员会,喀喇沁左翼蒙古族自治县,2019年12月06日  16:29,,,,,,,孙宇,0421-4162468,辽宁省朝阳市喀左县,孙宇,辽宁合建项目管理咨询有限公司,沈阳市和平区青年大街386号华阳国际大厦22楼,宾华、蒋衍、任洪建,20191206喀左县供水及污水处理一体化存量资产PPP项目特许经营协议（公示）.pdf,,2019年12月06日 16:29,2019年11月13日,2019年12月06日,包文卫、任艳、高润美、何畅、柳明江、杨立明、华小艳。,￥15000.000000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201912/t20191216_13572905.htm,喀左县供水及污水处理一体化存量资产PPP项目,服务/环境服务/水污染治理服务/污水治理及其再生利用服务,朝阳喀左经济开发区管理委员会,喀喇沁左翼蒙古族自治县,2019年12月16日  11:24,,,,,,,孙宇,0421-4162468,辽宁省朝阳市喀左县,孙宇,辽宁合建项目管理咨询有限公司,沈阳市和平区青年大街386号华阳国际大厦22楼,宾华、蒋衍、任洪建,,,2019年12月16日 11:24,2019年11月13日,2019年12月16日,包文卫、任艳、高润美、何畅、柳明江、杨立明、华小艳,￥15000.000000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201912/t20191231_13680492.htm,四川省内江市威远县人力资源和社会保障局2020年-2022年培训机构服务采购项目,,四川省内江市威远县人力资源和社会保障局,威远县,2019年12月31日  10:14, 2019年12月19日  09:00  至  2019年12月27日  17:00,￥500,内江市东兴区翡翠国际社区清溪路商业楼47幢,2020年01月08日  10:30,内江市东兴区翡翠国际社区清溪路商业楼47幢,￥510.000000万元（人民币）,null,null,威远县严陵镇三河路341号,威远县严陵镇三河路341号,内江融汇招标代理有限公司,0832-8802009,0832-8802009,,,2019年12月31日 10:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201911/t20191106_13274557.htm,四川省内江市威远县自然资源和规划局国土空间总体规划编制采购项目,,四川省内江市威远县自然资源和规划局,威远县,2019年11月06日  18:09, 2019年10月28日  09:00  至  2019年11月01日  17:00,￥500,内江市东兴区万达办公楼二期二单元23楼13-16号（斯特加斯酒店23楼）获取。,2019年11月19日  10:30,内江市东兴区万达办公楼二期二单元23楼13-16号（斯特加斯酒店23楼）,￥1050.000000万元（人民币）,null,null,威远县严陵镇东街63号,威远县严陵镇东街63号,内江中洲工程项目管理有限公司,8322061818,8322061818,,,2019年11月06日 18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/ppp/zx/df/sichuan/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201710/t20171012_8972482.htm,漳州市云霄经济开发区污水处理厂及管网工程（一期）PPP项目,,云霄县云陵工业开发区管委会,云霄县,2017年10月12日  10:53,,,,,,,郑先生,0591-28366616,福建省漳州市云霄县云陵工业开发区LED北大道管委会大楼,林先生0596-8533876,福建省招标采购集团有限公司（福建省招标股份有限公司）,福州市鼓楼区洪山园路68号招标大厦,张先生、郑先生0591-28366616,资格预审公告.docx,,2017年10月12日 10:53,,,,,2017年11月06日  09:00 ,"	2017年11月06日",,,,,,,,,,,,,,,,,,,,,,,,
